YYYYMM,Description,Quantity,0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,Erratic,Intermittent,Lumpy,Smooth,Quantity_bf1mm,0_cluster_bf1mm,1_cluster_bf1mm,2_cluster_bf1mm,3_cluster_bf1mm,4_cluster_bf1mm,predict_Quantity,importance_Quantity_bf1mm,importance_0_cluster_bf1mm,importance_1_cluster_bf1mm,importance_2_cluster_bf1mm,importance_3_cluster_bf1mm,importance_4_cluster_bf1mm
2011-12-01,3 TIER CAKE TIN GREEN AND CREAM,2,1,0,0,0,0,0,0,1,0,44,17,8,0,0,1,46.28916666666667,0.3,0.6,0.07,0.01,0.0,0.03
2011-12-01,3 TIER CAKE TIN RED AND CREAM,2,1,0,0,0,0,0,0,1,0,94,13,9,0,0,2,88.58166666666666,0.43,0.17,0.29,0.0,0.0,0.1
2011-11-01,3 TIER SWEETHEART GARDEN SHELF,3,2,0,0,0,0,0,0,1,0,2,2,0,0,0,0,3.555,0.37,0.55,0.0,0.0,0.0,0.09
2011-12-01,3 TRADITIONAl BISCUIT CUTTERS  SET,22,9,0,0,0,0,0,0,1,0,202,24,4,0,0,3,126.22,0.31,0.26,0.29,0.0,0.0,0.14
2011-12-01,3 WHITE CHOC MORRIS BOXED CANDLES,7,0,1,0,0,0,0,0,1,0,388,28,4,0,0,4,271.05,0.37,0.25,0.15,0.0,0.0,0.22
2011-12-01,36 DOILIES DOLLY GIRL,44,4,0,0,0,0,1,0,0,0,39,4,0,0,0,0,40.06,0.44,0.38,0.18,0.0,0.0,0.0
2011-12-01,36 DOILIES VINTAGE CHRISTMAS,37,4,0,0,0,0,0,0,1,0,207,5,2,0,0,0,205.08,0.31,0.42,0.07,0.0,0.0,0.2
2011-12-01,36 FOIL HEART CAKE CASES,25,8,0,0,0,0,0,0,1,0,323,13,3,1,0,2,172.2125,0.28,0.51,0.16,0.02,0.0,0.02
2011-12-01,36 FOIL STAR CAKE CASES ,21,5,0,0,0,0,1,0,0,0,215,15,6,0,0,1,84.2595,0.49,0.18,0.11,0.03,0.0,0.18
2011-09-01,36 PENCILS TUBE POSY,17,0,2,0,0,0,1,0,0,0,2,1,1,0,0,0,8.3,0.55,0.37,0.09,0.0,0.0,0.0
2011-12-01,36 PENCILS TUBE RED RETROSPOT,13,3,1,0,0,0,0,0,1,0,395,31,15,0,0,1,325.0880238095238,0.5,0.33,0.08,0.05,0.0,0.05
2011-12-01,36 PENCILS TUBE SKULLS,22,1,5,0,0,0,0,0,1,0,323,43,16,0,0,0,162.2158333333333,0.19,0.57,0.19,0.0,0.0,0.05
2011-12-01,36 PENCILS TUBE WOODLAND,8,1,4,0,0,0,0,0,1,0,236,11,1,1,0,0,109.09166666666668,0.18,0.34,0.42,0.0,0.0,0.07
2011-12-01,3D CHRISTMAS STAMPS STICKERS ,37,2,1,0,0,0,0,0,1,0,182,16,10,0,0,3,141.98,0.45,0.42,0.05,0.02,0.0,0.05
2011-12-01,3D DOG PICTURE PLAYING CARDS,7,1,1,0,0,0,0,0,1,0,34,9,4,0,0,0,44.38,0.55,0.34,0.1,0.0,0.0,0.01
2011-12-01,3D HEARTS  HONEYCOMB PAPER GARLAND,13,2,0,0,0,0,1,0,0,0,24,1,0,0,0,1,24.20828571428571,0.31,0.18,0.5,0.0,0.0,0.01
2011-12-01,3D SHEET OF CAT STICKERS,3,1,0,0,0,0,0,0,1,0,14,1,1,0,0,0,7.2743095238095234,0.36,0.41,0.18,0.0,0.0,0.05
2011-12-01,3D SHEET OF DOG STICKERS,25,2,4,0,0,0,0,0,1,0,51,5,9,0,0,1,38.70666666666666,0.22,0.41,0.36,0.0,0.0,0.0
2011-12-01,3D TRADITIONAL CHRISTMAS STICKERS,19,1,1,0,0,0,0,0,1,0,390,35,11,0,0,3,287.69,0.42,0.26,0.28,0.0,0.0,0.04
2011-12-01,3D VINTAGE CHRISTMAS STICKERS ,56,3,2,0,0,0,0,0,1,0,288,26,14,0,0,3,287.14,0.27,0.46,0.05,0.0,0.0,0.22
2011-12-01,4 BLUE DINNER CANDLES SILVER FLOCK,2,0,0,0,0,1,1,0,0,0,7,6,0,0,0,0,1.92,0.45,0.19,0.33,0.0,0.0,0.04
2011-11-01,4 BURGUNDY WINE DINNER CANDLES,6,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,18.39,0.65,0.24,0.05,0.0,0.0,0.06
2011-12-01,4 IVORY DINNER CANDLES SILVER FLOCK,5,0,2,0,0,0,0,0,1,0,64,14,4,0,0,8,28.458666666666662,0.26,0.17,0.26,0.0,0.0,0.31
2011-12-01,4 LAVENDER BOTANICAL DINNER CANDLES,5,0,2,0,0,0,0,0,1,0,378,40,9,0,0,2,289.49,0.5,0.21,0.06,0.0,0.0,0.24
2011-12-01,4 LILY  BOTANICAL DINNER CANDLES,12,1,2,0,0,0,0,0,1,0,134,14,7,0,0,0,60.4,0.45,0.26,0.07,0.0,0.0,0.22
2011-12-01,4 PEAR BOTANICAL DINNER CANDLES,4,1,1,0,0,0,0,0,1,0,354,47,9,0,0,1,239.93,0.53,0.37,0.1,0.0,0.0,0.0
2011-12-01,4 PINK DINNER CANDLE SILVER FLOCK,2,0,0,0,0,2,0,0,1,0,25,7,1,0,0,2,8.87,0.7,0.21,0.08,0.0,0.0,0.0
2011-12-01,4 PINK FLOCK CHRISTMAS BALLS,3,0,2,0,0,0,1,0,0,0,20,4,0,0,0,2,12.95,0.24,0.11,0.14,0.0,0.0,0.51
2011-12-01,4 ROSE PINK DINNER CANDLES,1,0,1,0,0,0,1,0,0,0,7,1,4,0,0,0,10.333333333333336,0.49,0.04,0.47,0.0,0.0,0.0
2011-11-01,4 SKY BLUE DINNER CANDLES,5,1,3,0,0,0,1,0,0,0,17,1,6,0,0,1,14.17,0.29,0.29,0.35,0.0,0.0,0.07
2011-12-01,4 TRADITIONAL SPINNING TOPS,19,3,1,0,0,0,0,0,1,0,525,48,21,0,0,6,394.25583333333327,0.29,0.42,0.2,0.0,0.0,0.09
2011-12-01,4 VANILLA BOTANICAL CANDLES,9,0,2,0,0,0,1,0,0,0,364,39,14,0,0,2,279.24,0.46,0.39,0.1,0.0,0.0,0.06
2011-12-01,4 WILDFLOWER BOTANICAL CANDLES,14,1,3,0,0,0,0,0,1,0,16,5,2,0,0,0,26.6775,0.31,0.05,0.63,0.0,0.0,0.01
2011-08-01,5 HOOK HANGER MAGIC TOADSTOOL,26,0,0,0,0,1,1,0,0,0,-5,1,0,0,0,0,11.27,0.46,0.35,0.14,0.02,0.0,0.03
2011-12-01,5 HOOK HANGER RED MAGIC TOADSTOOL,221,2,1,1,0,0,0,0,1,0,29,6,0,0,0,0,27.465067460317456,0.07,0.09,0.55,0.02,0.0,0.27
2011-08-01,5 STRAND GLASS NECKLACE AMETHYST,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1.1838333333333337,0.32,0.35,0.32,0.0,0.0,0.0
2011-11-01,5 STRAND GLASS NECKLACE CRYSTAL,1,0,1,0,0,0,1,0,0,0,2,5,0,0,0,0,1.7408333333333328,0.9,0.05,0.05,0.0,0.0,0.0
2011-12-01,50'S CHRISTMAS PAPER GIFT BAG,40,3,0,0,0,0,0,0,1,0,188,15,5,0,0,0,324.26,0.14,0.58,0.25,0.0,0.0,0.04
2011-11-01,50CM METAL STRING WITH  7 CLIPS,6,0,0,0,0,2,1,0,0,0,3,2,0,0,0,0,27.866666666666664,0.33,0.33,0.01,0.0,0.0,0.32
2011-11-01,6 CHOCOLATE LOVE HEART T-LIGHTS,258,12,3,0,0,2,0,0,1,0,143,10,2,0,0,3,55.505,0.39,0.35,0.15,0.0,0.0,0.11
2011-12-01,6 EGG HOUSE PAINTED WOOD,10,1,0,0,0,1,0,0,1,0,15,4,4,0,0,2,17.735666666666667,0.35,0.49,0.15,0.0,0.0,0.01
2011-12-01,6 GIFT TAGS 50'S CHRISTMAS ,108,7,1,0,0,0,0,0,1,0,824,65,26,0,0,2,784.34,0.3,0.35,0.33,0.0,0.0,0.02
2011-12-01,6 GIFT TAGS VINTAGE CHRISTMAS ,139,10,3,0,0,0,0,0,1,0,663,53,28,0,0,0,609.42,0.36,0.23,0.14,0.0,0.0,0.26
2011-12-01,6 RIBBONS ELEGANT CHRISTMAS ,32,3,2,0,0,0,0,0,1,0,249,25,23,0,0,3,128.722,0.3,0.27,0.26,0.0,0.0,0.17
2011-12-01,6 RIBBONS EMPIRE  ,31,2,3,0,0,0,0,0,1,0,140,11,24,0,0,3,113.1525,0.38,0.34,0.26,0.0,0.0,0.01
2011-12-01,6 RIBBONS RUSTIC CHARM,104,9,6,0,0,1,0,0,1,0,953,72,24,1,0,5,912.36,0.42,0.24,0.14,0.01,0.0,0.19
2011-12-01,6 RIBBONS SHIMMERING PINKS ,33,1,5,0,0,0,1,0,0,0,90,6,21,0,0,3,85.73466666666667,0.33,0.32,0.28,0.0,0.0,0.07
2011-12-01,6 ROCKET BALLOONS ,103,3,1,0,0,0,0,0,1,0,203,26,3,0,0,5,151.42666666666665,0.47,0.36,0.1,0.0,0.0,0.07
2011-12-01,60 CAKE CASES DOLLY GIRL DESIGN,141,9,2,0,0,1,0,0,1,0,789,43,14,1,0,3,695.44,0.31,0.36,0.18,0.03,0.0,0.12
2011-12-01,60 CAKE CASES VINTAGE CHRISTMAS,125,7,2,0,0,0,0,0,1,0,3215,112,35,0,0,5,3164.4,0.21,0.46,0.29,0.0,0.0,0.04
2011-12-01,60 TEATIME FAIRY CAKE CASES,439,22,3,0,0,2,0,0,1,0,1827,77,20,0,0,4,1398.36,0.33,0.44,0.18,0.0,0.0,0.05
2011-12-01,6PC WOOD PLATE SET DISPOSABLE,2,0,1,0,0,0,0,0,1,0,5,2,1,0,0,0,13.331333333333331,0.19,0.66,0.13,0.0,0.0,0.01
2011-11-01,70'S ALPHABET WALL ART,2,1,0,0,0,0,0,0,1,0,6,3,0,0,0,0,5.272666666666667,0.37,0.38,0.0,0.09,0.0,0.17
2011-12-01,72 SWEETHEART FAIRY CAKE CASES,226,12,2,1,0,0,0,0,1,0,941,61,12,0,0,9,1120.326142857143,0.31,0.27,0.23,0.05,0.0,0.14
2011-12-01,75 BLACK PETIT FOUR CASES,8,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1.4283333333333335,0.46,0.54,0.0,0.0,0.0,0.0
2011-11-01,75 GREEN FAIRY CAKE CASES,9,5,1,0,0,0,0,0,1,0,12,1,3,0,0,1,5.21,0.21,0.37,0.4,0.0,0.0,0.02
2011-12-01,75 GREEN PETIT FOUR CASES,50,2,0,0,0,1,1,0,0,0,62,3,5,0,0,0,35.68,0.68,0.22,0.11,0.0,0.0,0.0
2011-11-01,A PRETTY THANK YOU CARD,346,15,7,0,0,3,0,0,1,0,12,1,0,0,0,0,18.118833333333335,0.79,0.16,0.05,0.0,0.0,0.0
2011-08-01,A4 WALL TIDY BLUE OFFICE,50,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,14.38,0.56,0.18,0.23,0.0,0.0,0.03
2011-12-01,ABC TREASURE BOOK BOX ,29,6,0,0,0,0,0,0,1,0,179,16,9,1,0,2,326.05,0.11,0.23,0.62,0.0,0.0,0.04
2011-12-01,ABSTRACT CIRCLE JOURNAL ,6,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,4.11642857142857,0.35,0.28,0.37,0.0,0.0,0.0
2011-12-01,ABSTRACT CIRCLES POCKET BOOK,1,1,0,0,0,0,0,0,1,0,32,7,0,0,0,0,10.93,0.58,0.42,0.0,0.0,0.0,0.0
2011-12-01,ABSTRACT CIRCLES SKETCHBOOK ,6,2,1,0,0,0,0,0,1,0,24,8,4,0,0,3,15.45,0.45,0.23,0.19,0.0,0.0,0.13
2011-12-01,ACRYLIC GEOMETRIC LAMP,7,0,3,0,0,0,0,0,1,0,5,2,1,0,0,0,3.0299999999999994,0.29,0.24,0.45,0.0,0.0,0.02
2011-11-01,"ACRYLIC HANGING JEWEL,BLUE",86,13,0,0,0,1,1,0,0,0,68,4,0,0,0,0,39.69,0.36,0.29,0.21,0.0,0.0,0.14
2011-11-01,"ACRYLIC JEWEL ICICLE, PINK",104,9,0,0,0,1,1,0,0,0,71,1,0,0,0,1,14.11,0.71,0.19,0.11,0.0,0.0,0.0
2011-12-01,ADULT APRON APPLE DELIGHT,4,1,0,0,0,0,0,0,1,0,46,11,1,0,0,5,41.39666666666666,0.18,0.68,0.04,0.0,0.0,0.09
2011-12-01,ADVENT CALENDAR GINGHAM SACK,15,2,2,0,0,0,0,0,1,0,412,41,23,0,0,9,354.09,0.38,0.27,0.27,0.0,0.0,0.07
2011-12-01,AFGHAN SLIPPER SOCK PAIR,10,1,0,0,0,0,0,0,1,0,5,2,0,0,0,0,22.836666666666666,0.83,0.08,0.08,0.0,0.0,0.0
2011-12-01,AGED GLASS SILVER T-LIGHT HOLDER,433,11,0,0,0,0,0,0,1,0,998,41,7,0,0,1,881.2625,0.26,0.55,0.15,0.0,0.0,0.04
2011-12-01,AIRLINE BAG VINTAGE JET SET BROWN,9,1,1,0,0,1,0,0,1,0,32,10,9,0,0,1,31.82,0.36,0.48,0.13,0.0,0.0,0.03
2011-12-01,AIRLINE BAG VINTAGE JET SET RED,30,3,3,0,0,1,0,0,1,0,46,12,9,0,0,1,36.99623809523809,0.55,0.13,0.15,0.0,0.0,0.16
2011-12-01,AIRLINE BAG VINTAGE JET SET WHITE,10,0,2,0,0,1,0,0,1,0,20,5,5,0,0,3,14.936666666666666,0.6,0.33,0.07,0.0,0.0,0.0
2011-12-01,AIRLINE BAG VINTAGE TOKYO 78,21,2,5,0,0,0,0,0,1,0,200,34,24,0,0,9,161.86,0.23,0.17,0.22,0.0,0.0,0.38
2011-12-01,AIRLINE BAG VINTAGE WORLD CHAMPION ,2,1,1,0,0,0,0,0,1,0,35,10,8,0,0,1,15.13,0.58,0.33,0.04,0.0,0.0,0.06
2011-12-01,"AIRLINE LOUNGE,METAL SIGN",27,3,5,0,0,1,0,0,1,0,77,11,16,0,0,5,67.87,0.18,0.45,0.33,0.0,0.0,0.04
2011-12-01,ALARM CLOCK BAKELIKE CHOCOLATE,58,7,4,0,0,1,0,0,1,0,207,39,20,0,0,4,192.38,0.37,0.39,0.1,0.04,0.0,0.1
2011-12-01,ALARM CLOCK BAKELIKE GREEN,102,12,4,0,0,2,0,0,1,0,716,102,32,0,0,3,679.09,0.69,0.15,0.08,0.0,0.0,0.08
2011-12-01,ALARM CLOCK BAKELIKE IVORY,67,15,0,0,0,0,0,0,1,0,348,55,14,2,0,3,313.30333333333334,0.24,0.42,0.16,0.07,0.0,0.11
2011-12-01,ALARM CLOCK BAKELIKE ORANGE,36,6,0,0,0,2,0,0,1,0,78,11,11,0,0,0,185.31,0.29,0.27,0.37,0.0,0.0,0.07
2011-12-01,ALARM CLOCK BAKELIKE PINK,78,13,4,0,0,1,0,0,1,0,452,73,23,2,0,3,730.25,0.27,0.49,0.16,0.01,0.0,0.07
2011-12-01,ALARM CLOCK BAKELIKE RED ,122,18,3,0,0,2,0,0,1,0,675,106,26,0,0,3,755.48,0.36,0.44,0.15,0.0,0.0,0.04
2011-12-01,ALPHABET HEARTS STICKER SHEET,4,1,1,0,0,0,0,0,1,0,8,4,3,0,0,0,47.67,0.53,0.35,0.11,0.0,0.0,0.0
2011-12-01,ALPHABET STENCIL CRAFT,51,4,1,0,0,0,0,0,1,0,990,33,7,0,0,2,76.93,0.71,0.19,0.03,0.0,0.0,0.07
2011-12-01,ALUMINIUM STAMPED HEART,18,4,0,0,0,0,0,0,1,0,136,17,1,0,0,0,98.99,0.42,0.35,0.18,0.0,0.0,0.06
2011-10-01,AMBER CHUNKY GLASS+BEAD NECKLACE,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1.3179999999999998,0.16,0.16,0.67,0.0,0.0,0.0
2011-12-01,AMBER DIAMANTE EXPANDABLE RING,-6,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,4.900000000000001,0.57,0.07,0.35,0.0,0.0,0.02
2011-12-01,AMBER DROP EARRINGS W LONG BEADS,-6,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,3.2610952380952383,0.47,0.27,0.25,0.0,0.0,0.01
2011-11-01,AMBER GLASS/SILVER BRACELET,3,0,2,0,0,0,0,1,0,0,3,2,1,0,0,0,1.5126666666666666,0.74,0.17,0.1,0.0,0.0,0.0
2011-11-01,AMETHYST CHUNKY BEAD BRACELET W STR,4,0,3,0,0,0,0,0,1,0,2,2,0,0,0,0,1.2096666666666664,0.51,0.2,0.3,0.0,0.0,0.0
2011-12-01,AMETHYST DIAMANTE EXPANDABLE RING,-6,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.8935714285714278,0.3,0.08,0.43,0.0,0.0,0.19
2011-11-01,AMETHYST DROP EARRINGS W LONG BEADS,3,0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,2.072376984126984,0.62,0.0,0.38,0.0,0.0,0.0
2011-12-01,AMETHYST GLASS/SHELL/PEARL NECKLACE,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,1.204190476190477,0.55,0.0,0.45,0.0,0.0,0.0
2011-12-01,ANGEL DECORATION 3 BUTTONS ,72,3,0,0,0,0,0,0,1,0,911,37,11,0,0,4,747.75,0.36,0.5,0.14,0.0,0.0,0.0
2011-12-01,ANGEL DECORATION PAINTED ZINC ,12,1,1,0,0,0,0,0,1,0,484,7,18,1,0,0,294.25,0.29,0.11,0.47,0.0,0.0,0.13
2011-12-01,ANGEL DECORATION STARS ON DRESS,65,3,0,0,0,0,0,0,1,0,728,24,10,0,0,2,563.29,0.31,0.16,0.49,0.0,0.0,0.04
2011-12-01,ANIMAL STICKERS,24,1,0,0,0,0,1,0,0,0,432,9,0,0,0,0,198.06,0.64,0.34,0.0,0.0,0.0,0.01
2011-11-01,ANIMALS AND NATURE WALL ART,6,1,0,0,0,0,0,0,1,0,30,5,0,0,0,0,36.06285714285714,0.18,0.67,0.0,0.06,0.0,0.08
2011-12-01,ANT COPPER LIME BOUDICCA BRACELET,1,0,1,0,0,0,0,0,1,0,15,1,5,0,0,0,10.33,0.59,0.22,0.19,0.0,0.0,0.0
2011-12-01,ANT COPPER PINK BOUDICCA BRACELET,1,0,1,0,0,0,0,0,1,0,7,1,3,0,0,0,2.88,0.66,0.11,0.24,0.0,0.0,0.0
2011-12-01,ANT COPPER RED BOUDICCA BRACELET,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2.14,0.36,0.21,0.43,0.0,0.0,0.0
2011-12-01,ANT COPPER TURQ BOUDICCA BRACELET,2,0,1,0,0,0,1,0,0,0,13,1,5,0,0,0,10.325999999999999,0.79,0.12,0.09,0.0,0.0,0.0
2011-10-01,ANT SILVER FUSCHIA BOUDICCA RING,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2.495833333333333,1.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,ANT SILVER LIME GREEN BOUDICCA RING,1,1,0,0,0,0,1,0,0,0,6,3,0,0,0,0,2.8,0.69,0.31,0.0,0.0,0.0,0.0
