YYYYMM,Description,Quantity,0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,Erratic,Intermittent,Lumpy,Smooth,Quantity_bf1mm,0_cluster_bf1mm,1_cluster_bf1mm,2_cluster_bf1mm,3_cluster_bf1mm,4_cluster_bf1mm,predict_Quantity,importance_Quantity_bf1mm,importance_0_cluster_bf1mm,importance_1_cluster_bf1mm,importance_2_cluster_bf1mm,importance_3_cluster_bf1mm,importance_4_cluster_bf1mm
2011-12-01,18PC WOODEN CUTLERY SET DISPOSABLE,6,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,51.241833333333325,0.29,0.4,0.22,0.0,0.0,0.09
2011-12-01,2 DAISIES HAIR COMB,-5,0,1,0,0,1,1,0,0,0,3,0,3,0,0,0,1.4281428571428572,0.74,0.0,0.0,0.0,0.0,0.26
2011-11-01,2 PICTURE BOOK EGGS EASTER BUNNY,36,3,0,0,0,0,0,0,1,0,15,1,0,0,0,1,6.3,0.42,0.1,0.14,0.0,0.0,0.34
2011-11-01,2 PICTURE BOOK EGGS EASTER CHICKS,30,2,0,0,0,1,0,0,1,0,12,1,0,0,0,0,19.8,0.46,0.13,0.29,0.0,0.0,0.12
2011-11-01,2 PICTURE BOOK EGGS EASTER DUCKS,12,1,0,0,0,0,0,0,1,0,12,1,0,0,0,0,25.72,0.25,0.42,0.19,0.0,0.0,0.13
2011-12-01,20 DOLLY PEGS RETROSPOT,51,6,1,0,0,0,0,0,1,0,313,26,4,0,0,2,254.415,0.26,0.58,0.11,0.03,0.0,0.03
2011-12-01,200 BENDY SKULL STRAWS,13,1,1,0,0,0,1,0,0,0,211,5,2,0,0,0,27.77,0.41,0.23,0.32,0.0,0.0,0.04
2011-12-01,200 RED + WHITE BENDY STRAWS,7,1,3,0,0,0,0,0,1,0,56,11,9,0,0,0,70.22666666666666,0.35,0.36,0.11,0.04,0.0,0.14
2011-12-01,3 DRAWER ANTIQUE WHITE WOOD CABINET,12,2,0,0,0,0,0,0,1,0,213,47,3,0,0,5,173.14,0.44,0.24,0.12,0.0,0.0,0.2
2011-12-01,3 GARDENIA MORRIS BOXED CANDLES,6,1,0,0,0,0,1,0,0,0,28,2,0,0,0,0,47.17,0.28,0.57,0.1,0.0,0.0,0.05
2011-12-01,3 HEARTS HANGING DECORATION RUSTIC,25,3,1,0,0,0,0,0,1,0,1333,69,11,1,0,1,996.83,0.25,0.37,0.04,0.17,0.0,0.17
2011-12-01,3 HOOK HANGER MAGIC GARDEN,98,2,2,1,0,0,0,0,1,0,241,2,0,1,0,1,94.23,0.21,0.33,0.35,0.09,0.0,0.02
2011-12-01,3 HOOK PHOTO SHELF ANTIQUE WHITE,10,5,2,0,0,0,0,0,1,0,96,30,4,0,0,2,133.02316666666667,0.28,0.24,0.26,0.16,0.0,0.07
2011-12-01,3 PIECE SPACEBOY COOKIE CUTTER SET,44,7,1,0,0,0,0,0,1,0,167,31,9,0,0,1,204.17266666666666,0.31,0.37,0.27,0.01,0.0,0.04
2011-12-01,3 RAFFIA RIBBONS 50'S CHRISTMAS ,3,2,1,0,0,0,0,0,1,0,713,42,23,0,0,3,451.2,0.22,0.13,0.59,0.0,0.0,0.05
2011-12-01,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,16,1,2,0,0,0,0,0,1,0,171,10,20,0,0,1,110.41833333333332,0.19,0.2,0.53,0.0,0.0,0.08
2011-12-01,3 ROSE MORRIS BOXED CANDLES,6,0,2,0,0,0,0,0,1,0,441,61,1,0,0,3,281.91,0.32,0.27,0.25,0.0,0.0,0.16
2011-12-01,3 STRIPEY MICE FELTCRAFT,107,10,2,1,0,0,0,0,1,0,354,55,13,0,0,5,207.6,0.44,0.37,0.15,0.01,0.0,0.04
2011-12-01,3 TIER CAKE TIN GREEN AND CREAM,2,1,0,0,0,0,0,0,1,0,44,17,8,0,0,1,28.896333333333338,0.3,0.6,0.07,0.01,0.0,0.03
2011-12-01,3 TIER CAKE TIN RED AND CREAM,2,1,0,0,0,0,0,0,1,0,94,13,9,0,0,2,33.2075,0.43,0.17,0.29,0.0,0.0,0.1
2011-11-01,3 TIER SWEETHEART GARDEN SHELF,3,2,0,0,0,0,0,0,1,0,2,2,0,0,0,0,4.824000000000001,0.37,0.55,0.0,0.0,0.0,0.09
2011-12-01,3 TRADITIONAl BISCUIT CUTTERS  SET,22,9,0,0,0,0,0,0,1,0,202,24,4,0,0,3,45.68,0.31,0.26,0.29,0.0,0.0,0.14
2011-12-01,3 WHITE CHOC MORRIS BOXED CANDLES,7,0,1,0,0,0,0,0,1,0,388,28,4,0,0,4,264.47,0.37,0.25,0.15,0.0,0.0,0.22
2011-12-01,36 DOILIES DOLLY GIRL,44,4,0,0,0,0,1,0,0,0,39,4,0,0,0,0,61.58366666666666,0.44,0.38,0.18,0.0,0.0,0.0
2011-12-01,36 DOILIES VINTAGE CHRISTMAS,37,4,0,0,0,0,0,0,1,0,207,5,2,0,0,0,335.69,0.31,0.42,0.07,0.0,0.0,0.2
2011-12-01,36 FOIL HEART CAKE CASES,25,8,0,0,0,0,0,0,1,0,323,13,3,1,0,2,189.70966666666666,0.28,0.51,0.16,0.02,0.0,0.02
2011-12-01,36 FOIL STAR CAKE CASES ,21,5,0,0,0,0,1,0,0,0,215,15,6,0,0,1,74.632,0.49,0.18,0.11,0.03,0.0,0.18
2011-09-01,36 PENCILS TUBE POSY,17,0,2,0,0,0,1,0,0,0,2,1,1,0,0,0,7.595,0.55,0.37,0.09,0.0,0.0,0.0
2011-12-01,36 PENCILS TUBE RED RETROSPOT,13,3,1,0,0,0,0,0,1,0,395,31,15,0,0,1,307.70014285714285,0.5,0.33,0.08,0.05,0.0,0.05
2011-12-01,36 PENCILS TUBE SKULLS,22,1,5,0,0,0,0,0,1,0,323,43,16,0,0,0,90.8,0.19,0.57,0.19,0.0,0.0,0.05
2011-12-01,36 PENCILS TUBE WOODLAND,8,1,4,0,0,0,0,0,1,0,236,11,1,1,0,0,197.94,0.18,0.34,0.42,0.0,0.0,0.07
2011-12-01,3D CHRISTMAS STAMPS STICKERS ,37,2,1,0,0,0,0,0,1,0,182,16,10,0,0,3,88.85,0.45,0.42,0.05,0.02,0.0,0.05
2011-12-01,3D DOG PICTURE PLAYING CARDS,7,1,1,0,0,0,0,0,1,0,34,9,4,0,0,0,41.43,0.55,0.34,0.1,0.0,0.0,0.01
2011-12-01,3D HEARTS  HONEYCOMB PAPER GARLAND,13,2,0,0,0,0,1,0,0,0,24,1,0,0,0,1,53.75,0.31,0.18,0.5,0.0,0.0,0.01
2011-12-01,3D SHEET OF CAT STICKERS,3,1,0,0,0,0,0,0,1,0,14,1,1,0,0,0,6.2716666666666665,0.36,0.41,0.18,0.0,0.0,0.05
2011-12-01,3D SHEET OF DOG STICKERS,25,2,4,0,0,0,0,0,1,0,51,5,9,0,0,1,19.99,0.22,0.41,0.36,0.0,0.0,0.0
2011-12-01,3D TRADITIONAL CHRISTMAS STICKERS,19,1,1,0,0,0,0,0,1,0,390,35,11,0,0,3,273.41,0.42,0.26,0.28,0.0,0.0,0.04
2011-12-01,3D VINTAGE CHRISTMAS STICKERS ,56,3,2,0,0,0,0,0,1,0,288,26,14,0,0,3,209.85,0.27,0.46,0.05,0.0,0.0,0.22
2011-12-01,4 BLUE DINNER CANDLES SILVER FLOCK,2,0,0,0,0,1,1,0,0,0,7,6,0,0,0,0,1.9913333333333336,0.45,0.19,0.33,0.0,0.0,0.04
2011-11-01,4 BURGUNDY WINE DINNER CANDLES,6,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,17.313,0.65,0.24,0.05,0.0,0.0,0.06
2011-12-01,4 IVORY DINNER CANDLES SILVER FLOCK,5,0,2,0,0,0,0,0,1,0,64,14,4,0,0,8,17.589333333333332,0.26,0.17,0.26,0.0,0.0,0.31
2011-12-01,4 LAVENDER BOTANICAL DINNER CANDLES,5,0,2,0,0,0,0,0,1,0,378,40,9,0,0,2,289.938,0.5,0.21,0.06,0.0,0.0,0.24
2011-12-01,4 LILY  BOTANICAL DINNER CANDLES,12,1,2,0,0,0,0,0,1,0,134,14,7,0,0,0,92.59833333333334,0.45,0.26,0.07,0.0,0.0,0.22
2011-12-01,4 PEAR BOTANICAL DINNER CANDLES,4,1,1,0,0,0,0,0,1,0,354,47,9,0,0,1,240.04333333333332,0.53,0.37,0.1,0.0,0.0,0.0
2011-12-01,4 PINK DINNER CANDLE SILVER FLOCK,2,0,0,0,0,2,0,0,1,0,25,7,1,0,0,2,11.965,0.7,0.21,0.08,0.0,0.0,0.0
2011-12-01,4 PINK FLOCK CHRISTMAS BALLS,3,0,2,0,0,0,1,0,0,0,20,4,0,0,0,2,2.4419761904761903,0.24,0.11,0.14,0.0,0.0,0.51
2011-12-01,4 ROSE PINK DINNER CANDLES,1,0,1,0,0,0,1,0,0,0,7,1,4,0,0,0,14.99125,0.49,0.04,0.47,0.0,0.0,0.0
2011-11-01,4 SKY BLUE DINNER CANDLES,5,1,3,0,0,0,1,0,0,0,17,1,6,0,0,1,14.996666666666668,0.29,0.29,0.35,0.0,0.0,0.07
2011-12-01,4 TRADITIONAL SPINNING TOPS,19,3,1,0,0,0,0,0,1,0,525,48,21,0,0,6,394.61,0.29,0.42,0.2,0.0,0.0,0.09
2011-12-01,4 VANILLA BOTANICAL CANDLES,9,0,2,0,0,0,1,0,0,0,364,39,14,0,0,2,281.14,0.46,0.39,0.1,0.0,0.0,0.06
2011-12-01,4 WILDFLOWER BOTANICAL CANDLES,14,1,3,0,0,0,0,0,1,0,16,5,2,0,0,0,64.9,0.31,0.05,0.63,0.0,0.0,0.01
2011-08-01,5 HOOK HANGER MAGIC TOADSTOOL,26,0,0,0,0,1,1,0,0,0,-5,1,0,0,0,0,1.807642857142857,0.46,0.35,0.14,0.02,0.0,0.03
2011-12-01,5 HOOK HANGER RED MAGIC TOADSTOOL,221,2,1,1,0,0,0,0,1,0,29,6,0,0,0,0,26.5875,0.07,0.09,0.55,0.02,0.0,0.27
2011-08-01,5 STRAND GLASS NECKLACE AMETHYST,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1.1838333333333337,0.32,0.35,0.32,0.0,0.0,0.0
2011-11-01,5 STRAND GLASS NECKLACE CRYSTAL,1,0,1,0,0,0,1,0,0,0,2,5,0,0,0,0,1.6774999999999993,0.9,0.05,0.05,0.0,0.0,0.0
2011-12-01,50'S CHRISTMAS PAPER GIFT BAG,40,3,0,0,0,0,0,0,1,0,188,15,5,0,0,0,308.44,0.14,0.58,0.25,0.0,0.0,0.04
2011-11-01,50CM METAL STRING WITH  7 CLIPS,6,0,0,0,0,2,1,0,0,0,3,2,0,0,0,0,8.038833333333333,0.33,0.33,0.01,0.0,0.0,0.32
2011-11-01,6 CHOCOLATE LOVE HEART T-LIGHTS,258,12,3,0,0,2,0,0,1,0,143,10,2,0,0,3,50.62,0.39,0.35,0.15,0.0,0.0,0.11
2011-12-01,6 EGG HOUSE PAINTED WOOD,10,1,0,0,0,1,0,0,1,0,15,4,4,0,0,2,16.25277380952381,0.35,0.49,0.15,0.0,0.0,0.01
2011-12-01,6 GIFT TAGS 50'S CHRISTMAS ,108,7,1,0,0,0,0,0,1,0,824,65,26,0,0,2,753.39,0.3,0.35,0.33,0.0,0.0,0.02
2011-12-01,6 GIFT TAGS VINTAGE CHRISTMAS ,139,10,3,0,0,0,0,0,1,0,663,53,28,0,0,0,823.51,0.36,0.23,0.14,0.0,0.0,0.26
2011-12-01,6 RIBBONS ELEGANT CHRISTMAS ,32,3,2,0,0,0,0,0,1,0,249,25,23,0,0,3,34.459,0.3,0.27,0.26,0.0,0.0,0.17
2011-12-01,6 RIBBONS EMPIRE  ,31,2,3,0,0,0,0,0,1,0,140,11,24,0,0,3,111.425,0.38,0.34,0.26,0.0,0.0,0.01
2011-12-01,6 RIBBONS RUSTIC CHARM,104,9,6,0,0,1,0,0,1,0,953,72,24,1,0,5,801.25,0.42,0.24,0.14,0.01,0.0,0.19
2011-12-01,6 RIBBONS SHIMMERING PINKS ,33,1,5,0,0,0,1,0,0,0,90,6,21,0,0,3,87.40028571428572,0.33,0.32,0.28,0.0,0.0,0.07
2011-12-01,6 ROCKET BALLOONS ,103,3,1,0,0,0,0,0,1,0,203,26,3,0,0,5,181.37850000000003,0.47,0.36,0.1,0.0,0.0,0.07
2011-12-01,60 CAKE CASES DOLLY GIRL DESIGN,141,9,2,0,0,1,0,0,1,0,789,43,14,1,0,3,873.3816666666667,0.31,0.36,0.18,0.03,0.0,0.12
2011-12-01,60 CAKE CASES VINTAGE CHRISTMAS,125,7,2,0,0,0,0,0,1,0,3215,112,35,0,0,5,3034.6,0.21,0.46,0.29,0.0,0.0,0.04
2011-12-01,60 TEATIME FAIRY CAKE CASES,439,22,3,0,0,2,0,0,1,0,1827,77,20,0,0,4,1317.21,0.33,0.44,0.18,0.0,0.0,0.05
2011-12-01,6PC WOOD PLATE SET DISPOSABLE,2,0,1,0,0,0,0,0,1,0,5,2,1,0,0,0,27.11466666666667,0.19,0.66,0.13,0.0,0.0,0.01
2011-11-01,70'S ALPHABET WALL ART,2,1,0,0,0,0,0,0,1,0,6,3,0,0,0,0,3.1293333333333333,0.37,0.38,0.0,0.09,0.0,0.17
2011-12-01,72 SWEETHEART FAIRY CAKE CASES,226,12,2,1,0,0,0,0,1,0,941,61,12,0,0,9,716.7329999999998,0.31,0.27,0.23,0.05,0.0,0.14
2011-12-01,75 BLACK PETIT FOUR CASES,8,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,6.747190476190475,0.46,0.54,0.0,0.0,0.0,0.0
2011-11-01,75 GREEN FAIRY CAKE CASES,9,5,1,0,0,0,0,0,1,0,12,1,3,0,0,1,5.3574761904761905,0.21,0.37,0.4,0.0,0.0,0.02
2011-12-01,75 GREEN PETIT FOUR CASES,50,2,0,0,0,1,1,0,0,0,62,3,5,0,0,0,33.74,0.68,0.22,0.11,0.0,0.0,0.0
2011-11-01,A PRETTY THANK YOU CARD,346,15,7,0,0,3,0,0,1,0,12,1,0,0,0,0,18.118833333333335,0.79,0.16,0.05,0.0,0.0,0.0
2011-08-01,A4 WALL TIDY BLUE OFFICE,50,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,26.284666666666666,0.56,0.18,0.23,0.0,0.0,0.03
2011-12-01,ABC TREASURE BOOK BOX ,29,6,0,0,0,0,0,0,1,0,179,16,9,1,0,2,238.09,0.11,0.23,0.62,0.0,0.0,0.04
2011-12-01,ABSTRACT CIRCLE JOURNAL ,6,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,2.9886071428571426,0.35,0.28,0.37,0.0,0.0,0.0
2011-12-01,ABSTRACT CIRCLES POCKET BOOK,1,1,0,0,0,0,0,0,1,0,32,7,0,0,0,0,8.11,0.58,0.42,0.0,0.0,0.0,0.0
2011-12-01,ABSTRACT CIRCLES SKETCHBOOK ,6,2,1,0,0,0,0,0,1,0,24,8,4,0,0,3,6.95,0.45,0.23,0.19,0.0,0.0,0.13
2011-12-01,ACRYLIC GEOMETRIC LAMP,7,0,3,0,0,0,0,0,1,0,5,2,1,0,0,0,4.857,0.29,0.24,0.45,0.0,0.0,0.02
2011-11-01,"ACRYLIC HANGING JEWEL,BLUE",86,13,0,0,0,1,1,0,0,0,68,4,0,0,0,0,48.8,0.36,0.29,0.21,0.0,0.0,0.14
2011-11-01,"ACRYLIC JEWEL ICICLE, PINK",104,9,0,0,0,1,1,0,0,0,71,1,0,0,0,1,7.5,0.71,0.19,0.11,0.0,0.0,0.0
2011-12-01,ADULT APRON APPLE DELIGHT,4,1,0,0,0,0,0,0,1,0,46,11,1,0,0,5,34.35,0.18,0.68,0.04,0.0,0.0,0.09
2011-12-01,ADVENT CALENDAR GINGHAM SACK,15,2,2,0,0,0,0,0,1,0,412,41,23,0,0,9,353.295,0.38,0.27,0.27,0.0,0.0,0.07
2011-12-01,AFGHAN SLIPPER SOCK PAIR,10,1,0,0,0,0,0,0,1,0,5,2,0,0,0,0,18.557000000000002,0.83,0.08,0.08,0.0,0.0,0.0
2011-12-01,AGED GLASS SILVER T-LIGHT HOLDER,433,11,0,0,0,0,0,0,1,0,998,41,7,0,0,1,1194.7666666666667,0.26,0.55,0.15,0.0,0.0,0.04
2011-12-01,AIRLINE BAG VINTAGE JET SET BROWN,9,1,1,0,0,1,0,0,1,0,32,10,9,0,0,1,27.03683333333333,0.36,0.48,0.13,0.0,0.0,0.03
2011-12-01,AIRLINE BAG VINTAGE JET SET RED,30,3,3,0,0,1,0,0,1,0,46,12,9,0,0,1,36.51566666666667,0.55,0.13,0.15,0.0,0.0,0.16
2011-12-01,AIRLINE BAG VINTAGE JET SET WHITE,10,0,2,0,0,1,0,0,1,0,20,5,5,0,0,3,15.126333333333335,0.6,0.33,0.07,0.0,0.0,0.0
2011-12-01,AIRLINE BAG VINTAGE TOKYO 78,21,2,5,0,0,0,0,0,1,0,200,34,24,0,0,9,68.58,0.23,0.17,0.22,0.0,0.0,0.38
2011-12-01,AIRLINE BAG VINTAGE WORLD CHAMPION ,2,1,1,0,0,0,0,0,1,0,35,10,8,0,0,1,17.49,0.58,0.33,0.04,0.0,0.0,0.06
2011-12-01,"AIRLINE LOUNGE,METAL SIGN",27,3,5,0,0,1,0,0,1,0,77,11,16,0,0,5,46.45625,0.18,0.45,0.33,0.0,0.0,0.04
2011-12-01,ALARM CLOCK BAKELIKE CHOCOLATE,58,7,4,0,0,1,0,0,1,0,207,39,20,0,0,4,192.2225,0.37,0.39,0.1,0.04,0.0,0.1
2011-12-01,ALARM CLOCK BAKELIKE GREEN,102,12,4,0,0,2,0,0,1,0,716,102,32,0,0,3,546.8466666666667,0.69,0.15,0.08,0.0,0.0,0.08
2011-12-01,ALARM CLOCK BAKELIKE IVORY,67,15,0,0,0,0,0,0,1,0,348,55,14,2,0,3,212.04416666666665,0.24,0.42,0.16,0.07,0.0,0.11
2011-12-01,ALARM CLOCK BAKELIKE ORANGE,36,6,0,0,0,2,0,0,1,0,78,11,11,0,0,0,108.21666666666668,0.29,0.27,0.37,0.0,0.0,0.07
2011-12-01,ALARM CLOCK BAKELIKE PINK,78,13,4,0,0,1,0,0,1,0,452,73,23,2,0,3,717.08,0.27,0.49,0.16,0.01,0.0,0.07
2011-12-01,ALARM CLOCK BAKELIKE RED ,122,18,3,0,0,2,0,0,1,0,675,106,26,0,0,3,937.05,0.36,0.44,0.15,0.0,0.0,0.04
2011-12-01,ALPHABET HEARTS STICKER SHEET,4,1,1,0,0,0,0,0,1,0,8,4,3,0,0,0,7.685,0.53,0.35,0.11,0.0,0.0,0.0
2011-12-01,ALPHABET STENCIL CRAFT,51,4,1,0,0,0,0,0,1,0,990,33,7,0,0,2,14.51,0.71,0.19,0.03,0.0,0.0,0.07
2011-12-01,ALUMINIUM STAMPED HEART,18,4,0,0,0,0,0,0,1,0,136,17,1,0,0,0,110.19,0.42,0.35,0.18,0.0,0.0,0.06
2011-10-01,AMBER CHUNKY GLASS+BEAD NECKLACE,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1.2356666666666667,0.16,0.16,0.67,0.0,0.0,0.0
2011-12-01,AMBER DIAMANTE EXPANDABLE RING,-6,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,4.880000000000001,0.57,0.07,0.35,0.0,0.0,0.02
2011-12-01,AMBER DROP EARRINGS W LONG BEADS,-6,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,6.871428571428572,0.47,0.27,0.25,0.0,0.0,0.01
2011-11-01,AMBER GLASS/SILVER BRACELET,3,0,2,0,0,0,0,1,0,0,3,2,1,0,0,0,1.3878809523809519,0.74,0.17,0.1,0.0,0.0,0.0
2011-11-01,AMETHYST CHUNKY BEAD BRACELET W STR,4,0,3,0,0,0,0,0,1,0,2,2,0,0,0,0,1.3482857142857145,0.51,0.2,0.3,0.0,0.0,0.0
2011-12-01,AMETHYST DIAMANTE EXPANDABLE RING,-6,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.6359523809523802,0.3,0.08,0.43,0.0,0.0,0.19
2011-11-01,AMETHYST DROP EARRINGS W LONG BEADS,3,0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,2.6461388888888884,0.62,0.0,0.38,0.0,0.0,0.0
2011-12-01,AMETHYST GLASS/SHELL/PEARL NECKLACE,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,1.2996269841269847,0.55,0.0,0.45,0.0,0.0,0.0
2011-12-01,ANGEL DECORATION 3 BUTTONS ,72,3,0,0,0,0,0,0,1,0,911,37,11,0,0,4,285.42,0.36,0.5,0.14,0.0,0.0,0.0
2011-12-01,ANGEL DECORATION PAINTED ZINC ,12,1,1,0,0,0,0,0,1,0,484,7,18,1,0,0,312.32166666666666,0.29,0.11,0.47,0.0,0.0,0.13
2011-12-01,ANGEL DECORATION STARS ON DRESS,65,3,0,0,0,0,0,0,1,0,728,24,10,0,0,2,437.17,0.31,0.16,0.49,0.0,0.0,0.04
2011-12-01,ANIMAL STICKERS,24,1,0,0,0,0,1,0,0,0,432,9,0,0,0,0,184.62,0.64,0.34,0.0,0.0,0.0,0.01
2011-11-01,ANIMALS AND NATURE WALL ART,6,1,0,0,0,0,0,0,1,0,30,5,0,0,0,0,34.526857142857146,0.18,0.67,0.0,0.06,0.0,0.08
2011-12-01,ANT COPPER LIME BOUDICCA BRACELET,1,0,1,0,0,0,0,0,1,0,15,1,5,0,0,0,12.783285714285714,0.59,0.22,0.19,0.0,0.0,0.0
2011-12-01,ANT COPPER PINK BOUDICCA BRACELET,1,0,1,0,0,0,0,0,1,0,7,1,3,0,0,0,2.2433333333333336,0.66,0.11,0.24,0.0,0.0,0.0
2011-12-01,ANT COPPER RED BOUDICCA BRACELET,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1.7088809523809525,0.36,0.21,0.43,0.0,0.0,0.0
2011-12-01,ANT COPPER TURQ BOUDICCA BRACELET,2,0,1,0,0,0,1,0,0,0,13,1,5,0,0,0,8.8875,0.79,0.12,0.09,0.0,0.0,0.0
2011-10-01,ANT SILVER FUSCHIA BOUDICCA RING,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2.495833333333333,1.0,0.0,0.0,0.0,0.0,0.0
